"iso3","year","value"
"ABW",1960,59.0236701687155
"ABW",1961,59.0727998569268
"ABW",1962,59.2122712335815
"ABW",1963,59.4323593543099
"ABW",1964,59.7233404762133
"ABW",1965,60.075490856393
"ABW",1966,60.4790867519502
"ABW",1967,60.9244044199862
"ABW",1968,61.4017201176024
"ABW",1969,61.9013101019
"ABW",1970,62.4134506299803
"ABW",1971,62.9284179589446
"ABW",1972,63.4364883458941
"ABW",1973,63.9279380479301
"ABW",1974,64.393043322154
"ABW",1975,64.822080425667
"ABW",1976,65.2053256155704
"ABW",1977,65.5330551489654
"ABW",1978,65.7955452829535
"ABW",1979,65.9830722746357
"ABW",1980,66.0859123811135
"ABW",1981,66.0991174416016
"ABW",1982,66.0706191076215
"ABW",1983,66.0149065385293
"ABW",1984,65.9393526607032
"ABW",1985,65.85044772886
"ABW",1986,65.7546819977163
"ABW",1987,65.6585457219888
"ABW",1988,65.5685291563943
"ABW",1989,65.4911225556494
"ABW",1990,65.4328161744708
"ABW",1991,65.4009220636969
"ABW",1992,65.3905890889858
"ABW",1993,65.3844666218501
"ABW",1994,65.3800478100985
"ABW",1995,65.376703433065
"ABW",1996,65.3738042700838
"ABW",1997,65.3707211004889
"ABW",1998,65.3668247036146
"ABW",1999,65.3614858587949
"ABW",2000,65.3545497799987
"ABW",2001,65.3351137913914
"ABW",2002,65.2820691308217
"ABW",2003,65.1982922587168
"ABW",2004,65.0886533661558
"ABW",2005,64.9580226442175
"ABW",2006,64.811270283981
"ABW",2007,64.6532664765254
"ABW",2008,64.4888814129295
"ABW",2009,64.3229852842726
"ABW",2010,64.1612965549477
"ABW",2011,63.9992605838571
"ABW",2012,63.8252085199599
"ABW",2013,63.6382914355326
"ABW",2014,63.4392531303795
"ABW",2015,63.2288374043053
"ABW",2016,63.0077880571142
"ABW",2017,62.7768488886109
"ABW",2018,62.5367636985996
"ABW",2019,62.288276286885
"ABW",2020,62.0028837566365
"ABW",2021,61.9275339886843
"ABW",2022,61.8811657924257
"ABW",2023,61.8351492675589
"ABW",2024,61.7909396819594
"AFG",1960,8.12255149340207
"AFG",1961,8.38959494931345
"AFG",1962,8.66266423654956
"AFG",1963,8.94270943787613
"AFG",1964,9.23113447844093
"AFG",1965,9.52934328339171
"AFG",1966,9.83873977787624
"AFG",1967,10.1607278870423
"AFG",1968,10.4967115360376
"AFG",1969,10.84809465001
"AFG",1970,11.2297657038792
"AFG",1971,11.6660355418459
"AFG",1972,12.1619847549558
