"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Armenia","ARM","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","299949","306410","227620","248200","312800","254180","322730","292212","216970","360144","407583","305303","451641","391829","208587","447554","409182","369076.6","321954","435470","451049","543659","574673","595756.6","598966","298029","334342","195063","242010.7","149802","239505.3","","",
"American Samoa","ASM","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","30","18","30","45","60","80","92","28","37","60","51","30","35","96","29","45","59","68","29","38","40","48","57","60","50","55","50.95","50.22","49.43","45","48.63","48.94","49.35","49.73","48","50.77","50","55","60","61.12","65","64.85","68","66.32","63.44","71.88","70.12","71.77","72.08","74.57","64.71","51.47","36.94","22.98","11.4","10.68","15.74","","",
"Australia","AUS","Cereal production (metric tons)","AG.PRD.CREL.MT","","9149882","11143648","11812267","13001568","9684056","16585035","9873734","18905065","14250318","12904533","14840092","10781927","16997800","16367969","17767379","17448064","14417267","25274482","23343860","16402312","23703676","14186565","31068963","28602111","24942194","24001774","19899619","21891006","22375364","23045332","22682618","19863778","24099636","27487013","15699410","27591195","35990811.3","30711400","33644600","35386938","34717520.71","38590113","17553202","42384121.8","34357112","40504980","17771911","26866214","34140448.13","33464873.64","39973081.87","43362426.46","35589235.54","38420401.88","37195914.48","35229824.87","50049458.35","33860810.45","29236107.03","26612704.79","51077697.91","56306820.81","","",
"Austria","AUT","Cereal production (metric tons)","AG.PRD.CREL.MT","","2274011","2305937","2229471","2349312","2019628","2648957","2934871","3046205","3406075","3070552","3545643","3318492","3787094","4014005","3704116","4277716","4203640","4628713","3982485","4826198","4356211","5026041","5075517","5353319","5551181","5108350","4964599","5359343","5009116","5289752","5044859","4322590","4206456","4435935","4451882","4494851.92","5010607.17","4772664.73","4809095.2","4494383.16","4837093.57","4762611.9","4269509.66","5323713.99","4907056.68","4467510.5","4766039.24","5756463.63","5164152.4","4866648.45","5712206.55","4883379.22","4599433.26","5720308.58","4853895.01","5701697.09","4874849.22","4787200","5399310","5649770","5316150","5205750","","",
"Azerbaijan","AZE","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1325023","1136987","1024216","909592","999404","1074720.7","915652","1065306.4","1496224.24","1955915","2133184","1993208","2086640","2056186","2011622","1943652.6","2419910.7","2903361","1928779","2370823.1","2707274.3","2856572","2298047.5","2898559","2965670","2824527.1","3181818","3416764.3","3151182","3258169.4","3055969.7","","",
"Burundi","BDI","Cereal production (metric tons)","AG.PRD.CREL.MT","","130000","129150","130080","148680","148278","152037","154700","164900","162233","168887","171722","155486","175827","143009","179475","181600","185500","202042","213400","216600","227000","221000","227000","224000","256000","266000","279300","291700","295900","293300","299800","306100","299700","224724","269037","272649","304757","260539","264518","254735","283645","292395","282588","290589","296951","296904","301452","297923","310262","323180","338093","257030.65","254198.46","236880.85","260287.26","468248.09","375525.86","459945.08","547255.71","465248.57","457949.29","466394","","",
"Belgium","BEL","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2513100","2358600","2639300","2560990","2931988","2786575","2684227","2718733","3113270","3255409","3041408","2939102","2957908","3097497","3162852","3163733","2287774","2764392","2431020","2814390","2565850","2452580","2779540","","",
"Benin","BEN","Cereal production (metric tons)","AG.PRD.CREL.MT","","290434","286798","278549","294532","286772","262408","313677","291772","274553","284987","238061","271788","344166","335444","298579","277970","326072","417890","389148","345952","361635","352337","351157","483030","535415","496618","400650","556977","565013","545898","584864","609496","625249","645357","734332","714355","876553","867173","974484","993383","942790","1086000","1042770","1108856","1151853","1095952","1158679","1267588","1508142","1333435.72","1544233","1576090.51","1791887.87","1714040.4","1643227.33","1814288.87","1897503.59","2320755.59","2177782.78","2203105.09","2308912.73","2297372.9","","",
"Burkina Faso","BFA","Cereal production (metric tons)","AG.PRD.CREL.MT","","726079","895048","918153","1010600","953407","1000000","1035155","1084696","1037041","1065118","883608","880284","831365","1086580","1254319","995823","1109843","1169854","1180823","1047988","1270034","1209967","1119418","1089368","1583270","1889857","1637101","2100562","1951671","1517900","2454900","2478600","2527355","2232037","2307988","2481805","2013552","2656756","2699886","2279246.55","3109092","3119050","3564281","2901973","3649533","3680674","3108811","4358518","3626638","4560546","3666404","4898544","4869722","4469300","4189665","4567066","4063197","5180701.81","4939629.91","5179104","4661140","5179059.02","","",
"Bangladesh","BGD","Cereal production (metric tons)","AG.PRD.CREL.MT","","14523696","13408128","16042664","15842004","15852140","14464297","16876448","17160028","18187398","16905215","15088878","15323537","18021512","17105414","19322564","17908126","19772481","19984399","19658591","21698327","21591389","22339648","22990185","23256274","24134965","24266331","24304321","24449929","27886213","27746673","28326730","28516927","28177410","26325480","27704115","29620075","29673515","31577495","36403000","39503000","38029335","39341455","40015280","37759046","41146756","42044685","44841300","48946800","49735853","51862850","52628364","52801014","54357477","55241123","55438379","54262297","58495624","58816519.33","59185501.11","59962356.15","61597969.2","62549531.82","","",
"Bulgaria","BGR","Cereal production (metric tons)","AG.PRD.CREL.MT","","4403935","4466325","4507537","5232842","5307655","6823527","6531374","5285685","6080288","6788615","7076215","8152773","7329016","6608375","7706452","8492409","7577645","7491580","8290010","7647576","8449300","9967359","7931689","9249148","5382902","8492188","7275590","7816939","9527371","8125944","8983805.61","6593632.81","5697849.17","6441668.21","6543382","3403520","6187844","5378183","5221441","4388340.55","6076855.95","6770394","3814085","7462821","5839080","5531830","3870212.73","7015582","6243088","7136449","7521107.72","6988023","9153930","9530421","8570299","8752219","9475846","10109850","11130990","8598290","11639300","9790690","","",
"Bahrain","BHR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bahamas, The","BHS","Cereal production (metric tons)","AG.PRD.CREL.MT","","100","150","200","250","300","430","450","470","490","510","530","550","580","595","610","625","640","730","720","719","720","740","750","800","820","820","750","700","700","750","750","500","400","312","312","312","348","377","379","312","300","305","340","355","360","380","400","500","600","678","687","690","690.83","687.62","597.18","658.54","647.78","626.45","614.65","608.4","608.22","608.04","","",
"Bosnia and Herzegovina","BIH","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1080400","962300","847400","671360","841400","1242059","1326660","1368792","930230","1137981","1307700","793364","1438704","1349772","1340995","1000576","1374701","1390724","1104907","1118257","905975","1222498","1082655","1137236","1657556","1167004.74","1743762","1666131","1944178","1400676","1431169","","",
"Belarus","BLR","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7135000","7329074.21","5951814.52","5329554.84","5496095.16","5937335.48","4510975.8","3427316.12","4579256.44","4885396.76","5723737.08","5132062.2","6604944.45","6104298.71","5700180.97","7029909.22","8728461.48","8169503.73","6741683.99","7996331.18","8843847.86","7233152","9033775","8186980","7075658","7529412","5813781","6991979","8403688","6914963.89","6800828.75","","",
"Belize","BLZ","Cereal production (metric tons)","AG.PRD.CREL.MT","","4848","3245","3856","5084","5819","4478","8328","9893","11181","19369","20424","20409","24267","20321","16646","24449","25644","25854","22090","27443","31967","29121","23722","21830","25209","22887","27818","28672","28572","29835","42005","38130","43640","34364","43264","55948","59873","52236","62300","47875","57267","56428","60036","53937","71758","53390","70153","59522","87276","98489","91768","91627","111934","94519","80959","91556.38","118376","99341","85114","112007","136612","146715","","",
"Bermuda","BMU","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Bolivia","BOL","Cereal production (metric tons)","AG.PRD.CREL.MT","","411470","418321","449507","381392","455106","434564","429601","480710","503075","478920","510860","491455","498445","516196","592260","631970","557490","557915","595580","625905","766100","700371","496789","865748","972965","839006","865495","834282","845276","792648","902497","952128","1113756","956890","1089553.07","1138597.59","944951.86","1157807.09","1137351","1244321.76","1324781","1315565.21","1462502","1255985","1659795","1865967","1733466","2052972","2378919","2133671","1988006.81","2125542.86","2503244.71","2449241","2934919","2660808","2278993.69","3267425.32","2912082","2914459","3741163.26","2615641.21","","",
"Brazil","BRA","Cereal production (metric tons)","AG.PRD.CREL.MT","","15036353","15918336","16616892","16469226","20350793","17867924","20322328","20418801","20549860","23698316","22814265","22703928","23721606","26240014","26238419","31143200","30913834","24033646","27147322","33217492","32050567","33838263","29197566","32711289","36011139","37298400","44148398","42905037","43934410","32490390","36682063","44057994","43073467","45845331.58","49641823","42436960.06","44874819.85","40742023.47","47631962.27","46527201.96","57125393.44","50875594","67454328.6","63953364.1","55670925","59148978","69441634","79745466.44","70914790.87","75160152.06","77586276","89908244","100901726","101402184","106026684.77","84166681.6","117977043.93","103259697.62","121202015.51","125585547.54","112039454.26","135485143.44","","",
"Barbados","BRB","Cereal production (metric tons)","AG.PRD.CREL.MT","","716","899","708","508","560","830","1000","1449","1754","1600","1400","2073","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2000","2400","2000","2100","2100","2200","2200","2300","2100","1800","1600","1300","1100","800","650","520","390","300","250","218","263","250","260","270","280","267.8","262.66","259.58","268.89","320","340","81","122","95.57","73.86","109.3","42","86","49.9","51","","",
"Brunei Darussalam","BRN","Cereal production (metric tons)","AG.PRD.CREL.MT","","4908","5245","3868","3441","2946","3408","5523","5522","6782","6781","4381","4000","6116","9766","9882","7230","4259","3836","4615","2747","2494","2366","2676","3270","1082","1540","1080","1930","1560","930","1300","1100","1200","1200","800","700","700","700","300","463","481","508","689","757","975","1095","1360","1150","1060","1600","2200","2200","1900","2100","3100","2400","2300","2400","2300","3900","4100","4200","","",
"Bhutan","BTN","Cereal production (metric tons)","AG.PRD.CREL.MT","","98408","101378","104458","107233","110113","113000","116100","120200","123000","126000","128900","132000","134900","138200","141100","143600","146900","150100","154100","158100","163700","166230","171700","178891","167300","164350","139700","94871","94800","121320","100025.47","101312.04","116779.57","131911.14","149534.32","162306.75","169824.81","168080.92","151252.3","106650","115000","91437","106447","153969","192631","184653","190853","166007","143552","144634","184333","167800","171148.72","170212.58","175635.48","176187.02","192713","125754.52","103288.31","103397.48","77677.47","71364.7","","",
"Botswana","BWA","Cereal production (metric tons)","AG.PRD.CREL.MT","","62161","16900","18550","11506","11599","35466","65529","25943","50075","11530","96400","79500","34517","110750","67050","123147","73600","34200","9750","45900","54195","19320","16765","9525","20670","23500","24275","108280","77275","54430","52300","22500","46375.59","55405.27","62769.17","89530.31","43946.35","14934","20827.3","24576.15","23080","34479.21","35885.13","26672.45","36512.9","43809.86","31312","36741.01","55377.58","50345","74024","37457","19366","50253.48","43967.04","47045.26","23207.96","80922.63","48494.82","162134.98","122114.18","85049.21","","",
"Central African Republic","CAF","Cereal production (metric tons)","AG.PRD.CREL.MT","","68000","83300","84300","87000","88500","85500","89600","92800","99476","92188","95477","99900","103650","101362","94672","96000","93000","92918","93145","99862","116073","120200","102676","102100","110772","177889","126314","143158","123580","89142","91504","93947","93637","100706","112818","126400","138400","147500","161000","165600","182600","193300","201800","209900","230994.25","227000","236570","235527","250667","157410","156544","154214","127064.6","133138.87","131506","146819.75","147325","151619","157397","277762.88","285796.42","294070.17","","",
"Canada","CAN","Cereal production (metric tons)","AG.PRD.CREL.MT","","16730306","29261250","34122307","28504578","32228771","38663261","30080426","34413439","35922333","28560715","38859750","35466355","36600202","30864826","37107574","44710278","42239008","41895782","35955000","41364700","50862200","53333208","47447208","42793504","48239300","56964700","51635200","35494200","48089308","56806235","53852300","49642650","51483100","46618500","49344200","58494100","49606900","50984500","54112600","51090400","43391400","36046900","49197200","50778200","50962400","48577300","48005300","56030400","49691900","46122200","48337200","51846500","66535401","51683501","53563000","58905767.63","56770935","58726900","61473900","65314300","47546138","65040432","","",
"Central Europe and the Baltics","CEB","Cereal production (metric tons)","AG.PRD.CREL.MT","","37314040","35018224","36600409","37350064","41566188","44139148","44241723","44456063","47189498","41322641","51295448","56271908","54697027","55604691","54755880","60494032","57926590","60727030","56320928","59359513","57432196","66006856","61460962","69416772","63435998","67554227","64393196","66573809","70280804","65874490","71934131.61","55532051.3","70674726.91","75279886.55","80133728.87","71697770.96","86942159.48","79227745.53","75782501.07","63008050.19","84688565.99","77474416.8","63692393.97","99059105.12","88094731.15","74034451.82","66934778.38","91143023.05","86024254.53","81280936.85","89668739.39","79411882.07","94100902.67","105877821.22","96099251.57","103432662.33","105791344.31","104691470","111572940","106227850","113891010","98296740","","",
"Switzerland","CHE","Cereal production (metric tons)","AG.PRD.CREL.MT","","517800","697400","514700","632200","557900","566600","672800","652600","640400","633700","743000","738400","749600","856800","756900","795500","690000","835100","875000","789100","863500","928900","899600","1118200","1054400","959900","939000","1243700","1410700","1268000","1273639","1182772","1252968","1213740","1245612","1317471","1194083","1240975","1028481","1169500","1079600","1087700","847200","1089000","1056500","1013200","1012697","1002471","1006184","924003","999472.67","950518.46","867293.65","994310.67","909943.14","743880","976614","895098","932966","1010995","783794","865538","","",
"Channel Islands","CHI","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","Cereal production (metric tons)","AG.PRD.CREL.MT","","1476591","1389968","1561408","1656255","1620504","1914918","1890890","1961730","1590124","1840835","1931264","1827016","1320638","1653790","1671151","1406210","1977820","1483220","1936840","1754570","1535090","1447650","1437080","2115610","2359916","2674806","2819062","2799539","3147704","2980600","2863844","2900504","2643035","2618939","2765799","2577562","3077333","3098078","2167950","2589760","3115635","3380192","3692845","3999404","3989070","3565734","2855245","3302330","3125486","3588461.6","3950348","3464791","4004023","3478752","3788921.4","3872402.5","3471759.7","3661684.5","3296214.6","2761553.53","3035972.47","2588504.75","","",
"China","CHN","Cereal production (metric tons)","AG.PRD.CREL.MT","","107000000","117640008","134720016","149430000","159090000","174500000","178020016","173855008","173470016","197635008","209130016","203340016","218890016","231390016","241191200","246655325","239825142","269820586","289520560","277190199","283330308","312085310","342270058","362820018","336761042","349163856","356365875","348996930","364819680","403001409.64","396095011","401702616","405173951","393891055","416113700","451045054.41","443493425","456246878","453040320","405223840","396483180","396676265","374819300","411570400","427760500","451108151.94","456668100","479263400","482657000","497807900","521255500","541643200","555365200","560519000","618165313.27","614697468.76","614070169.03","609946694.21","613418208.04","616637038.24","632589122.62","633293471.19","","",
"Cote d'Ivoire","CIV","Cereal production (metric tons)","AG.PRD.CREL.MT","","294000","451000","440600","478900","481500","524600","620600","625600","617800","591900","711400","585900","613400","693900","837525","780125","809385","846450","889850","859900","846680","934475","818885","1096250","1082424","1043119","1079837","1150577","1194341","1241131","1224938","1245791","1267664","1290241","1321407","1354230","1221428","1243200","1264364","1285904","1307824","1330096","1334280","1378128","1424903","1441779","1224570","1408447","1428840","1961771","1607414","2332512","2712481","2855919","3308600","3159200","3290400","3214062","3139196","2817182","2956948","3354721","","",
"Cameroon","CMR","Cereal production (metric tons)","AG.PRD.CREL.MT","","703583","689048","700750","694099","673250","725794","631191","643847","788129","737727","798840","777845","769867","860079","1102526","834899","846930","887449","872186","891774","834621","961200","889155","657375","815330","1094453","714801","899635","857532","816296","994961.9","1019074.53","986587.16","960797.51","1179857.54","1296414","1267561.59","1411778.52","1185283.69","1275031.18","1356269.08","1498928.47","1587074.45","1684566.14","1873820.65","2096108.11","2368429.65","2474095.43","2820273.57","3011835","2988076","3229408","3197150","3357882.36","3645512.68","3716222.4","3692886.95","4026702.6","3827565","3678843.99","3715919.11","3843705.47","","",
"Congo, Dem. Rep.","COD","Cereal production (metric tons)","AG.PRD.CREL.MT","","503194","491776","456941","458636","448234","532604","558240","654274","645935","666231","672000","701555","712224","735654","759021","773400","779900","770800","868800","889000","940900","981290","1010485","1057866","1141300","1192860","1256060","1332440","1414920","1490658","1458967.22","1502518.78","1607622","1659940","1479045.06","1556773.16","1531845.47","1621402.78","1592753","1572045","1546061","1520470","1521340","1522295","1523240","1524145","1525030","1525860","1526862","2591311","2656556.47","2644174.79","2858786.59","3097523.77","3120941.02","3293367.73","3459463.81","3533729.68","3576518.5","3720568.5","3882132.7","4043069.51","","",
"Congo, Rep.","COG","Cereal production (metric tons)","AG.PRD.CREL.MT","","5000","5050","8800","9000","10000","11000","12000","15500","10000","8000","10000","11701","12229","18431","20650","20860","21011","13500","20000","11713","13400","8472","12387","14371","16048","22121","19942","20805","21691","6014","6225","6442","8663","8909.85","11143.25","11680.64","11934.03","12838.4","9537.76","9767.33","18024.71","19205.62","22188.46","22002.71","22090.42","21700","21323.02","22950","23900","24795.16","25268.64","26547.44","28119.85","26730.11","27620.12","28896.54","29874.2","29912.76","31190.76","30239.77","30097.38","30141.99","","",
"Colombia","COL","Cereal production (metric tons)","AG.PRD.CREL.MT","","1476921","1616500","1551280","1826649","1812755","1810000","1776700","1952100","1839285","1888195","2123548","2227384","2349871","2854540","2841330","2909420","2672126","3415824","3381881","3224948","3409936","3617861","3379234","3257772","3144300","3067149","3598000","3553800","4007400","4314100","3947900","3673663","3521972","3630507","3435137","3177322","3207093","2892815","3407331","3619055","3548898","3621268","4284960","4438852","4098565","3685423","4013252","4323748","4178754","3535917","3798448.71","3898180.03","3864355.74","3698781.08","3603471.59","3982827.07","4057766.61","3995557.73","4061519.21","4458460.35","4555933.19","4570106.61","","",
"Comoros","COM","Cereal production (metric tons)","AG.PRD.CREL.MT","","11300","11300","12300","13600","15000","16300","15500","14500","13500","13500","11500","12600","13700","14800","16000","16200","17600","18000","18000","18200","18300","18200","18000","16650","16550","16990","16450","16500","18550","18655","5080","5019.2","4996.58","4994.55","5011.96","4961.68","4920.52","4921.25","4903.43","4883.37","4862.26","4834.15","4940.21","5415.3","5426.83","5812.35","6281.92","9029.91","9996.41","11725.8","12596.15","13414.4","14162.39","14818","15372","15926","16480","17035","17588","18143","18697","19190.83","","",
"Cabo Verde","CPV","Cereal production (metric tons)","AG.PRD.CREL.MT","","13000","13000","13000","13000","17000","19000","22000","11000","7000","924","910","575","714","2200","4000","5000","1500","1000","6000","8500","3000","4400","2700","2525","1323","12138","21182","16507","9714","11418","8258","10265","11888","8163","8166","10190","4900","4883","36439","24341","19549","5067","12154","10000","3648","6378","4425","8039","7383","7047","5569","6001","5785","1065","8677","5642","4","719.4","640","432","449","221.6","","",
"Costa Rica","CRI","Cereal production (metric tons)","AG.PRD.CREL.MT","","118813","131894","134717","150324","169085","176991","188871","198847","179050","162294","173673","177355","186046","201358","283183","272238","294310","312673","326109","347564","336112","255755","372438","362820","380804","342176","299427","314997","245664","286772","265288","241909","208883","239960","209994","266319","281857","263065","292453","284922","229454","201368","198281","209860","196477","207263","199213.88","234240.31","283516.4","286537","297476","231741","238539","234587","203816","213880","159571","197700.9","170321.2","151685","210981.17","110446","","",
"Caribbean small states","CSS","Cereal production (metric tons)","AG.PRD.CREL.MT","","308544","320906","259187","410136","368758","398566","367341","318783","332769","391713","361893","324942","380108","491915","518237","401861","615869","579179","524723","585480","599901","639940","548958","638137","592978","611549","559924","539181","550232","407791","550330.4","618601.27","625928.07","660342.32","806790.74","856210.43","863603.66","781743.63","814216.62","673110.37","753191.65","668012.26","810393.13","741443.2","667051.12","718178","723874.85","761694.41","882536.97","893298.47","958948.65","977219.02","1210509.79","1360465.52","1419140.28","1203717.46","1389421.07","1348753.23","1421147.23","1431342.12","1271792.51","1353792.86","","",
"Cuba","CUB","Cereal production (metric tons)","AG.PRD.CREL.MT","","331308","356020","356900","227958","156970","164999","168593","210249","311115","462723","443328","408966","423632","532548","541346","546178","551874","553558","521200","573934","556987","615852","613744","650860","620420","666617","562139","584957","617481","539689","483643.5","442005.5","254233.71","487047.85","500900","717530.9","817272.34","618526.25","796890","826200","900115","1001179","1075955","889369","732197","744119","809469","762180","868697","779086","920658","1003983","1104303","1017580","791665.9","930967.8","786203","812373.93","703430.38","525731.5","466783.11","355610.42","","",
"Curacao","CUW","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cayman Islands","CYM","Cereal production (metric tons)","AG.PRD.CREL.MT","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Cyprus","CYP","Cereal production (metric tons)","AG.PRD.CREL.MT","","92761","159512","155562","112776","230195","107696","184201","118059","184302","99974","209601","163576","17216","209296","84176","91338","81229","89022","77826","95220","87158","91684","71310","92650","112200","67800","126000","158110","148080","108500","65180","181645","204840","162150","145170","141190","47780","65820","127100","47950","127380","141750","164690","111410","70185","66833","63533","6341","56820","65732","70195","90747","51923","7362","88127","10161","35836","25290","61280","63130","53960","61320","","",
