"Data Source","World Development Indicators",

"Last Updated Date","2025-07-01",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.355","2.745","","78.185","1.16","3.95","3.185","2.71","2.485","1.375","17.27","13.195","15.92","15.925","","",
"Africa Eastern and Southern","AFE","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","7.26728074782742","8.26553785616338","9.23053139132983","10.9175498676367","11.6461202919032","12.9309895421382","14.1515627536898","14.8107572295345","15.3664840676993","17.0402125995082","19.4008683287848","20.7964153448654","21.1674190987613","21.6168455765458","21.7726482740405","23.0048109184478","23.7470782260644","24.3872959147451","27.151701212327","29.4707732788418","32.8122935142763","32.369050662624","26.9725008016553","25.3433284840812","24.2534005328648","22.8469462540027","21.4466865824639","23.4145517674841","22.2394408503309","21.8017562412538","21.7532160862393","20.8968031769685","20.8196052035935","19.7094166281243","19.1957900798461","21.7134088484409","22.049901299503","20.0875762600578","20.1457631651696","19.2275117523419","19.4229975985309","23.0937613656623","18.4729676230587","19.0203058560525","16.8945507004519","19.6538951265933","20.1823911099664","20.2764885419011","19.1037190390885","20.1823384314152","21.053634602222","18.4482360242963","18.9250560819603","19.9249609215455","19.2297092857244","21.0641626674944","24.2742316498709","23.6559533451222","23.9177658085101","28.9739734911917","27.1656903280768","25.1226694394504","","",
"Afghanistan","AFG","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","0.143790849673203","0.142857142857143","0.141935483870968","0.141025641025641","0.141025641025641","0.1914486279515","1.2748597654258","1.9122896481387","2.16284987277354","2.46505717916137","2.59493670886076","3.68015170670038","3.10998735777497","4.28571428571429","4.59974715549937","5.59241466498104","6.85537294563843","6.78495575221239","6.28811630847029","6.46346396965866","5.77888748419722","6.67294563843236","7.15297092288243","9.17825537294564","9.22402022756005","8.50568900126422","9.98988621997472","7.04551201011378","7.02907711757269","5.62579013906448","6.1441213653603","5.79013906447535","5.11247443762781","","","0.653851183470642","0.650618087182824","0.902410725796055","0.653338560041814","0.65078745281791","2.39489782636991","3.19439046626726","3.4785460627895","4.24377814738997","3.81478411274824","3.1908545034642","2.10126892481396","1.85168462920195","1.88786218401129","1.77785961760554","3.82700551918881","2.37785237483954","4.88271419396275","10.1661124694377","13.3244919510625","13.6801462026135","20.4525288998571","17.3522286374134","10.9725","8.71449482692553","5.20257248690765","5.05506194916337","","",
"Africa Western and Central","AFW","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","0.501088261019914","0.526723893590315","0.67750497677505","0.649340737853988","0.787900321387619","1.00110605682951","1.2316431401684","1.10198800499285","1.12547505396613","1.42856483475906","1.50344891155731","1.82267108741157","1.91205038700865","2.53093968370725","3.14864926496298","3.56398318492067","4.25662434134042","3.77181622419323","4.38595156783608","4.80500132232376","5.91377754102484","5.50210637177462","6.52831903997091","6.94612656543672","6.18054434821619","6.21226683566628","5.86620768003963","6.92306963614573","7.32947123602156","7.67893870117366","7.86870186028521","8.07423760989163","8.38128267076124","6.56220948192707","5.28111550683644","5.29738970175076","5.75024112441309","5.89931572485657","6.0710779838335","5.76346366306823","5.90097602739161","5.8811901389309","6.37269075558931","6.20149943960879","6.54396773953399","8.43817546613716","5.54814801701879","6.00661943226431","6.10004667609693","9.5961524351052","6.48765767103996","8.75539848309452","8.97522184611498","8.94271052751245","9.63581474228542","11.7243547432337","15.0208273647062","14.3282105934495","14.0418739597185","16.7224075289065","13.1041491955576","10.4479124525719","","",
"Angola","AGO","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","0.374531835205993","0.37037037037037","0.514705882352941","0.763636363636364","1.44404332129964","1.85714285714286","2.36749116607774","2.65734265734266","3.62068965517241","3.89655172413793","8.62068965517241","7.68965517241379","7.37931034482759","5.20689655172414","1.41379310344828","0.724137931034483","10.8965517241379","8.10344827586207","4.72413793103448","5.79310344827586","4.17241379310345","1.72413793103448","2.96551724137931","2.41068965517241","7.0148275862069","4.13793103448276","3.55172413793103","5.48586206896552","8.13827586206897","3.27586206896552","2.33898305084746","3.03333333333333","2.66666666666667","3.33333333333333","2.66666666666667","2","0.666666666666667","1.13333333333333","1.13333333333333","0.466666666666667","","1.65903225806452","1.78878787878788","4.50151515151515","2.26060606060606","3.66","3.305","8.25882352941177","5.47225","8.22928571428571","11.983829787234","8.87604893617021","9.36912074303406","9.0560878243513","7.69499317073171","6.63591172620161","9.7731576980568","7.1035523613963","6.65242401640873","7.84920454545455","5.60685464358831","13.2583063465476","","",
"Albania","ALB","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","14.587962962963","11.9266055045872","12.0454545454545","14.4469525959368","17.3913043478261","20","31.7622950819672","74","70.5882352941177","84.6449136276392","101.509433962264","102.962962962963","106.021897810219","114.721723518851","111.01243339254","125.217391304348","135.689655172414","171.355060034305","168.267581475129","160.17094017094","138.43537414966","179.966044142615","174.363327674024","159.592529711375","159.762308998302","163.497453310696","161.016949152542","163.559322033898","182.989690721649","176.165803108808","54.1522491349481","40.6574394463668","31.0051993067591","25.5979202772964","19.0641247833622","11.265164644714","8.99653979238754","43.3275563258232","18.370883882149","32.3529411764706","32.3529411764706","97.5847750865052","99.3195674740484","101.307335640138","112.37531598513","85.8024657534247","88.4199653979239","77.309737704918","90.3783579638752","85.02392971246","97.4342765273312","93.0615570990147","88.1710905849943","88.3858024691358","107.831246951715","126.138481379977","99.8085947712418","66.5850762088899","94.4393278688525","101.428185456971","","38.4078414980772","","",
"Andorra","AND","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","13.6903604641362","14.0913054414354","16.8672944483486","18.1109150985663","20.3428436098186","","25.8378036019166","25.7195091957478","26.2296196020035","27.7198796813181","30.8555329558573","31.1747852545978","34.0725802131876","38.1775008058451","41.5740456370053","42.7298666652324","45.6745444793437","51.7786234148991","56.5619012211514","63.9767950801993","69.9531455673722","71.053051425031","70.4017933060215","66.7309618852396","68.2591216267598","65.3834328411569","65.5021107060438","71.6425694879828","65.4473572666197","67.8209851347512","68.3489599887532","70.1436713514085","73.2444055102","76.64833763572","79.5989077555515","86.4725976965808","90.849150064933","76.7845685986712","85.6896266922838","86.9903148748153","87.3444323848509","82.6103301587978","80.9908540186551","76.5113465276096","73.6831568347046","79.5798388434794","51.7633227403427","53.0425267473558","50.9728900691091","53.5239297451931","51.7408609704686","56.4871419397496","55.6903428139942","54.8640927597177","59.407316832162","56.5477989822721","56.1498766153653","","",
"United Arab Emirates","ARE","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","","","","","","","","","","","","79.5714285714286","66.25","79.8888888888889","81.8181818181818","100","75","126.166666666667","291.666666666667","190.875","192.368421052632","211.611111111111","199.782608695652","113.958333333333","143.346153846154","49.6551724137931","107.586206896552","186.206896551724","417.931034482759","357.142857142857","499.142857142857","586.842105263158","692.5","700","744.186046511628","700","717.777777777778","983.333333333333","841.860465116279","585","492.957746478873","644.8","755.625","767.619047619048","667.058823529412","834.387351778656","940.582959641256","798.643410852713","558.502204408818","617.858102766798","654.428603104213","645.125336927224","579.442666666667","385.535909090909","462.398866213152","407.877078651685","350.736404494382","326.530496453901","298.671943887776","351.989591836735","327.415109343936","327.415109343936","","",
"Argentina","ARG","Fertilizer consumption (kilograms per hectare of arable land)","AG.CON.FERT.ZS","","0.873312899930096","0.662721584984359","1.07551020408163","1.475","1.97937539709692","2.43280266567938","3.06432120316906","2.83702989392478","3.3179296826125","3.61100277973696","3.18213710842379","3.53931430917676","3.40031044483477","3.05197707969277","2.43803824849391","3.14690856430267","2.97398439063438","4.26406754012186","5.15441613503982","4.55655876670741","3.78496606379222","4.1655280109311","4.6035507556039","6.12749835697994","6.25553033509022","5.78674528121291","6.39740903029148","6.16300678878902","5.78390630902909","6.22765757290687","6.27061469265367","9.26638043681165","10.9297136481964","17.1123786947181","19.3580520199225","31.4273114802293","29.6339677891654","28.2771194165907","29.9106494261223","31.2222503617945","31.0672168961292","30.2339386978681","40.2407788602732","43.8564023853257","35.4391328022349","40.5634230309843","48.5216939886278","34.8441055889641","22.8523631007779","39.1580160565849","41.884276338783","34.6406749632157","36.2523450609652","35.3963305861558","26.4972213652484","40.273346096004","41.0757960331985","47.0587888336691","50.818808244008","55.2626571006597","62.1486728812043","63.3031674680588","","",
