"iso3","year","value"
"ABW",1998,4.76316022872925
"ABW",1999,4.39526987075806
"ABW",2000,4.71468019485474
"ABW",2001,4.79898023605347
"ABW",2002,4.87220001220703
"ABW",2004,4.35698986053467
"ABW",2005,4.62321996688843
"ABW",2007,4.70254993438721
"ABW",2008,4.82730007171631
"ABW",2009,5.79739999771118
"ABW",2010,6.75109004974365
"ABW",2011,5.91466999053955
"ABW",2012,6.3472900390625
"ABW",2013,6.44295978546143
"ABW",2014,5.85128021240234
"ABW",2015,5.88826990127563
"ABW",2016,5.49136018753052
"ABW",2017,4.45581996127504
"ABW",2018,4.54876355243615
"ABW",2019,4.43503686776957
"ABW",2021,3.61855755636695
"AFG",2010,3.4794499874115
"AFG",2011,3.4620099067688
"AFG",2012,2.60419988632202
"AFG",2013,3.45445990562439
"AFG",2014,3.69521999359131
"AFG",2015,3.2558000087738
"AFG",2016,4.54397010803223
"AFG",2017,4.34319019317627
"AGO",1985,4.09021997451782
"AGO",1986,5.72269010543823
"AGO",1987,5.05850982666016
"AGO",1998,2.56712007522583
"AGO",2000,2.60753011703491
"AGO",2005,2.12011003494263
"AGO",2006,2.28146004676819
"AGO",2010,3.42131996154785
"AGO",2012,3.08191085718142
"AGO",2013,4.43894951297476
"AGO",2015,3.48689580393413
"AGO",2016,2.75493664582725
"AGO",2017,2.46687881104886
"AGO",2018,2.18351298946275
"AGO",2019,2.07306438181603
"AGO",2020,2.66744733689285
"AGO",2021,2.29719689513241
"AGO",2022,2.38535898416633
"AGO",2023,2.51273663315785
"ALB",1994,3.44697999954224
"ALB",1995,3.81464004516602
"ALB",1996,3.08350992202759
"ALB",1997,3.37947010993958
"ALB",1998,3.53697991371155
"ALB",1999,3.59293007850647
"ALB",2000,3.4301700592041
"ALB",2001,3.45869994163513
"ALB",2002,3.11779999732971
"ALB",2003,3.13823008537292
"ALB",2004,3.22751998901367
"ALB",2005,3.28154993057251
"ALB",2006,3.1914598941803
"ALB",2007,3.27592992782593
"ALB",2011,3.17881310743026
"ALB",2012,3.29533986928598
"ALB",2013,3.53929996490479
"ALB",2014,3.18177734553254
"ALB",2015,3.43796992301941
"ALB",2016,3.96209001541138
"ALB",2017,3.61172008514404
"ALB",2018,3.08201370407389
"ALB",2019,3.87018990516663
"ALB",2020,3.325040102005
"ALB",2021,3.00555992126465
"ALB",2022,2.72976994514465
"ALB",2023,3.09153008460998
"AND",1997,3.71327996253967
"AND",2002,1.65971004962921
"AND",2004,1.54411995410919
"AND",2005,1.64497005939484
"AND",2006,2.24489998817444
"AND",2007,2.10469007492065
"AND",2008,2.87392997741699
"AND",2009,3.14292001724243
"AND",2010,2.97662997245789
"AND",2011,2.98706007003784
"AND",2012,2.56577895521486
"AND",2013,2.50616002082825
"AND",2014,3.07420992851257
"AND",2015,3.28034996986389
"AND",2016,3.23707008361816
"AND",2017,3.21708989143372
"AND",2018,3.2467200756073
"AND",2019,3.15060997009277
"AND",2020,2.63213046553066
"AND",2021,2.381921736037
"AND",2022,2.64727997779846
"AND",2023,1.89867997169495
"ARE",2019,3.86020994186401
"ARE",2020,3.98417997360229
"ARE",2021,3.89403009414673
"ARG",1970,1.4580899477005
"ARG",1972,1.93620002269745
"ARG",1973,1.78051996231079
"ARG",1974,1.92351996898651
"ARG",1975,1.84360003471374
"ARG",1976,1.16563999652863
"ARG",1977,1.71984004974365
"ARG",1978,1.93554997444153
"ARG",1979,2.4002799987793
"ARG",1980,2.60715007781982
"ARG",1982,1.59786999225616
"ARG",1983,1.61749994754791
"ARG",1984,2.56972002983093
"ARG",1985,1.36186003684998
"ARG",1986,1.261549949646
"ARG",1987,1.28229999542236
"ARG",1989,1.04612004756927
"ARG",1990,1.06737995147705
"ARG",1996,3.73198008537292
"ARG",1998,4.03986978530884
"ARG",1999,4.52167987823486
"ARG",2000,4.58030986785889
"ARG",2001,4.833740234375
"ARG",2002,4.01734018325806
"ARG",2003,3.53504991531372
"ARG",2004,3.48652005195618
"ARG",2005,3.86000990867615
"ARG",2006,4.12821006774902
"ARG",2007,4.46260023117065
"ARG",2008,4.84440994262695
"ARG",2009,5.53105020523071
"ARG",2010,5.01971006393433
"ARG",2011,5.29062986373901
"ARG",2012,5.34582996368408
"ARG",2013,5.43661022186279
"ARG",2014,5.36144018173218
"ARG",2015,5.77611017227173
"ARG",2016,5.54548978805542
"ARG",2017,5.45431995391846
"ARG",2018,4.87773990631104
"ARG",2019,4.7716498374939
"ARG",2020,5.27689981460571
"ARG",2021,4.65393018722534
"ARG",2022,4.79263019561768
"ARG",2023,5.89754023690244
"ARM",1996,1.84843003749847
"ARM",1999,2.23518991470337
"ARM",2000,2.77273011207581
"ARM",2001,2.46943998336792
"ARM",2002,2.13504004478455
"ARM",2003,2.1450400352478
"ARM",2004,2.48673009872436
"ARM",2005,2.71202993392944
"ARM",2006,2.71577000617981
"ARM",2007,3.01893997192383
"ARM",2008,3.17272996902466
"ARM",2009,3.84079003334045
"ARM",2010,3.24900007247925
"ARM",2011,3.14385008811951
"ARM",2012,2.77248001098633
"ARM",2013,2.65018010139465
"ARM",2014,2.24724006652832
"ARM",2015,2.80591011047363
"ARM",2016,2.75812005996704
"ARM",2017,2.70759010314941
"ARM",2018,2.11331180512289
"ARM",2019,2.15984239839771
"ARM",2020,2.70555996894836
"ARM",2021,2.76784992218018
"ARM",2022,2.4918999671936
"ARM",2023,2.43869996070862
"ASM",2006,14.7170495986938
"ATG",1999,2.52550005912781
"ATG",2002,3.07913994789123
"ATG",2009,2.22275996208191
"ATG",2012,2.13043025907083
"ATG",2013,2.35972143126598
"ATG",2014,2.3044409375638
"ATG",2015,1.9934755302761
"ATG",2016,2.17149931504636
"ATG",2017,2.28158315038897
